"brims" barone, midway mobster|the capo of caps, the hitman of hats, the don of donning fashionable headwear.
goblin locksmith|"he's got more finesse than most goblins. he smashes windows with his fist rather than his forehead." ~arrester polgar
goblin lookout|"throw rocks at 'em! throw spears at 'em! throw furt at 'em!"
goblin lore|"i done forgot more than you'll ever know, pipsqueak." "yeah~that's your problem."
goblin lore|"now listen closely, my young gob. there are many ways to eat pimple bugs, but i say the best way is all smashed together between two slug chips."
goblin lore|"the coronation of king numsgil, no . . . adventures of tuktuk, no . . . the saga of morpo the bard, no! where's *my* story?"
goblin masons|"goblins build with true zeal~and anything else within arm's reach."
goblin matron|a mother only a child could love.
goblin matron|there's always room for one more.
goblin medics|"first, do some harm." ~oath of goblins
goblin mime|mung noticed a few clouds gathering in the sky. perhaps today he could perform his "walking against the wind" routine.
goblin mime|pretending to be inside an invisible box was easy enough for brug. it was finding the invisible door that caused him problems.
goblin motivator|small words stoke large flames.
goblin mountaineer|goblin lairs sit high in jund's mountains. this gives the goblins easy access to the sacrificial peaks above and lets them build up a head of steam before attacking prey down below.
goblin mountaineer|goblin mountaineer, barely keeps his family fed.
goblin mountaineer|the only thing worse than a goblin is a goblin that knows his way around.
goblin mutant|if only it had three brains, too.
goblin offensive|they certainly are.
goblin oriflamme|"it was difficult to tell whether the piles of gore within their warrens were mere trash heaps, sacred altars, or warnings." ~*sarpadian empires, vol. iv*
goblin outlander|egbol stared in wonder at naya's landscape. so much to eat. so much to steal.
goblin patrol|"take the sharp metal stick and make a lotta holes." ~jula, goblin raider
goblin picker|countless generations of shivan goblins have worked on the mana rig, giving them an unparalleled eye for useful relics.
goblin piker|once he'd worked out which end of the thing was sharp, he was promoted to guard duty.
goblin piledriver|first name, danger. last name, also danger.
goblin piledriver|throw enough goblins at any problem and it should go away. at the very least, there'll be fewer goblins.
goblin psychopath|the destruction he causes is nothing next to the chaos in his mind.
goblin pyromancer|"the good news is, we figured out how the wand works. the bad news is, we figured out how the wand works."
goblin racketeer|"it, uh, fell off a cart?"
goblin raider|"i seen lots o' fights. to win ya gotta bash hard and not get bashed back." ~goblin grunt
goblin raider|he was proud to wear the lizard skin around his waist, just for the fun of annoying the enemy.
goblin raider|he's smart for a goblin. he can do *two* things: hit *and* run.
goblin raider|he's smart for a goblin. he can do two things: hit *and* run.
goblin rally|you don't so much hire goblins as put ideas in their heads.
goblin razerunners|finding an unexplored world, they immediately set it on fire.
goblin razerunners|finding themselves in a new and unexplored world, they immediately set it on fire.
goblin recruiter|"next!"
goblin replica|it destroys with unthinking glee.
goblin rimerunner|rimerunners set off avalanches to immobilize foes as well as to create more challenging slopes.
goblin roughrider|astride the bucking creature, gribble hurtled down the mountainside while his grotag brethren cheered. it was at that moment that legend of the skrill tamer was born.
goblin roughrider|astride the bucking creature, gribble hurtled down the mountainside while his grotag brethren cheered. it was at that moment that the legend of the skrill tamer was born.
goblin s.w.a.t. team|they put the "special" in special weapons and tactics.
goblin s.w.a.t. team|they refer to their methods as "special s.w.a.t. tactics," and no one has lived to correct them.
goblin scouts|"pathetic~like i wouldn't know a goblin painted up to look like a dwarf!" ~pashad ibn asim, suq'ata trader
goblin secret agent|secret agent pd042198 license to be killed
goblin settler|be it ever so crumbled, there's no place like home.
goblin settler|the safer outcroppings were already claimed by goblin overachievers.
goblin sharpshooter|"gunner" can't hear you over the sound of his swagger.
goblin shortcutter|"goblins are cheap, but be careful. it's a lot easier to steal from a corpse than a customer." ~samila, murasa expeditionary house
goblin shortcutter|"i'm not running away! i'm figuring out the best routes."
goblin shrine|"i knew it weren't no ordinary pile of~you know." ~norin the wary
goblin ski patrol|"aiiieeee!" ~ib halfheart, goblin tactician
goblin sky raider|the goblin word for "flying" is more accurately translated as "falling slowly."
goblin skycutter|he takes out his fear of heights on anything above his head.
goblin sledder|"let's play 'sled.' here's how it works: you're the sled."
goblin sleigh ride|"what fun it is to ride and sing a slaying song tonight!"
goblin smuggler|"i am but a humble traveler. i have no taste for sneakery nor thiefiness."
goblin snowman|"strength in numbers? right." ~ib halfheart, goblin tactician
goblin soothsayer|"i see a great victory and rivers of blood. and . . . hmm, looks like a spleen." ~grishnak, goblin soothsayer
goblin spelunkers|"it only short jump. you go first." "aiiieeee!" "hmm . . . we go different way now."
goblin spelunkers|chimney sweeps, explorers of abandoned buildings, spire climbers . . . goblin spelunkers have found countless niches within ravnica's metropolis.
goblin spelunkers|goblins prefer caves to just about anything else. caves prefer just about anything else to goblins.
goblin spy|"isn't he on our side?" "yep." "why's he spyin' on us?" "don't ask."
goblin spymaster|"infiltrate and infuriate!" ~goblin espionage league motto
goblin striker|there's no word in the goblin language for "strategy." then again, there's no word in the goblin language for "word."
goblin swine~rider|"may you get the mount you deserve." ~suq'ata curse
goblin taskmaster|for some reason, goblin fighting school isn't as crowded on day two.
goblin test pilot|"all pilots and prototypes destroyed. extensive collateral damage inflicted. conclusion: flawless design." ~*manual of melek*
goblin tinkerer|"can they *do* that?" ~imwita, zhalfirin artificer, last words
goblin trailblazer|"why are we following the goblin? can he even read that map?" ~daphne vail, *diremore* first mate
goblin traprunner|the best traprunners know exactly where to step. the others . . . do their best.
goblin trashmaster|"folks 'round here are too in love with their contraptions. does them some good if we smash one every so often."
goblin trenches|"even if we dislodge them, i fear these lands will never again yield crops." ~kimmick, vanguard knight
goblin trenches|the ground rose and formed into thousands of tiny warriors. this fight was far from over.
goblin tunneler|"the best way over the mountain is through."
goblin tunneler|"you never know what's going to be in goblin tunnels. even in the best case, there will still be goblins." ~sachir, akoum expeditionary house
goblin turncoat|"goblins won't betray their own kind for any price. they'll do it for a very specific price." ~phage the untouchable
goblin war cry|"goblins cry, soldiers fly. stones fly, soldiers die!"
goblin war drums|"defending the outer trenches, we strained our eyes in the darkness. all we could hear was the drums' terrible pounding. dobbs, on my right, broke first. soon we were all heading for the walls." ~corporal peter douglas, courtmartial testimony
goblin war drums|"goblins charge with a deafening war cry. the cry doesn't mean anything~it just drowns out the drums!" ~reod dai, mercenary
goblin war drums|"the goblins' dreaded war drums struck terror into the hearts of even their bravest foes." ~*sarpadian empires, vol. iv*
goblin war drums|the goblin idea of music is to hit something with a stick.
goblin war drums|the war drums enabled goblin and orcish armies to crush the sparsely defended dwarven cities.
goblin war drums|their eardrums may have given out, but the rest of them never will.
goblin war drums|when creating a new war drum, goblin designers sought out the highest quality skulls. serra angel skulls were most highly prized, although most acknowledged that the skull of the exotic sea serpent made for a richer tone.
goblin war paint|"the eldrazi may not be intimidated, but if it boosts the goblins' confidence, i see no reason to discourage it." ~jalun, affa sentry
goblin war paint|"the secret to our war paint is hot peppers and stinkbugs. lots of stinkbugs." ~skab, goblin secretkeeper
goblin war paint|war paint made from kolya fruit heightens senses and lessens fear. unfortunately, fear is usually what keeps you alive.
goblin war strike|"fire, aim, ready!"
goblin warchief|inspiration comes in all shapes and sizes.
goblin warchief|not since the days of pashalik mons have the rundvelt goblins been so united or effective.
goblin warchief|they poured from the skirk ridge like lava, burning and devouring everything in their path.
goblin wardriver|"a true warrior fights with whatever's handy." ~qerk of the secret warren
goblin warrens|"goblins bred underground, their numbers hidden from the enemy until it was too late." ~*sarpadian empires*, vol. iv
goblin warrens|"goblins bred underground, their numbers hidden from the enemy until it was too late." ~*sarpadian empires, vol. iv*
goblin welder|"i wrecked your metal guy, boss. but look! i made you an ashtray."
goblin wizardry|"quiet in the library" soon gave way to larger concerns.
goblinslide|goblins, like snowflakes, are only dangerous in numbers.
gobsmacked|you haven't see it until you see it in 6-d.
godhead of awe|"what she saw crawling upon this world repulsed her. yet she could not tear her gaze away." ~*the seer's parables*
godhunter octopus|"i will match thassa drop for drop and show a god what true power is." ~kiora
godless shrine|judgment without hope.
godless shrine|sin is debt, and absolution is paid in tithes of gold and blood.
godless shrine|the second sun brought nothing but darkness.
godo's irregulars|godo trained their muscles and honed their skills, but he left their hearts wild and empty.
gods willing|honor the gods of theros, and they will return the favor.
gods' eye, gate to the reikai|listen at its walls and you will hear the whispers of gods.
gods' hall guardian|not a single rat has been seen in istfell since the gods moved in.
godsire|"lay sacrifice to the godsire that it may spare us, but save some for his progeny who also will hunger." ~syeena, elvish godtoucher
godtoucher|"gargantuans die not in moments but in moons. there is still time to aid this noble ancient."
godtracker of jund|"the behemoths are content to graze like cattle, while dragons rage and conquer. i know which example i'll follow."
god~favored general|someone had to be first to attack, but he was not alone for long.
god~pharaoh's faithful|"this is the final trial! rejoice, for the god-pharaoh soars among us!"
god~pharaoh's statue|a dictator's infuriating smirk, an affront to everything ravnica stood for.
gold myr|the leonin thought of the myr as omens, never imagining the sinister fate they foretold.
gold myr|the myr are like razorgrass: numberless metal figures, reflecting each other's light.
golden bear|the elvish scout was scrupulous about the truth. she told the traders that gold lay nearby.
golden hind|"it is not yours to hunt, mortal. be content with its beauty alone." ~nylea, god of the hunt
golden ratio|"when i look around, i see a world defined by patterns that still manages to defy them." ~kianne, quandrix dean
golden wish|she wished for nobility, but not for a nation to honor it.
goldenglow moth|"little moth, fluttering bright, what luck will you bring tonight?" ~benalish children's rhyme
goldenglow moth|ordinary moths follow it, drawn to its light.
goldenhide ox|the temptation to take the ox's golden hide is as irresistible as it is fatal.
golden~tail disciple|students of the kitsune-led golden-tail academy in eiganjo are unparalleled in both martial skill and dedication to the imperial cause.
goldhound|the staccato clatter of its metal claws on pavement is unmistakable.
goldmaw champion|"that was nothing. i once took down a frost giant with a spoon!"
goldmeadow dodger|"i've gotten close enough to a giant to smell his breath, but none has ever so much as spotted me. i wonder how long my record can extend?"
goldmeadow harrier|"it's a proven fact that sling-stones from the dawn side of the riverbank sail the farthest and truest." ~deagan, cenn of burrenton
goldmeadow stalwart|the thoughtweft ties a clachan together. sharing each other's hopes and fears, all the village's citizens spring into action upon the first threat to any one of them.
goldmire bridge|the path to glory is forged in ambition.
goldnight commander|"one faith, but many hands in victory."
goldnight redeemer|the host sings of avacyn's return without a single verse about its own suffering.
gold~forge garrison|an army of living gold for the golden city.
gold~forged sentinel|blessed by the gods. coveted by mortals. beholden to neither.
golem|might i interest you in our latest model? does not go mad and kill you, guaranteed
golem artisan|better living through metallurgy.
golem's heart|the heart of a golem gives life to more than just the iron husk around it.
golgari charm|"let the rest of ravnica sneer. one way or another, they all end up in the undercity." ~jarad
golgari cluestone|golgari mold collects whispers, intelligence that is later harvested by jarad and his high chancellors.
golgari findbroker|"we gather the past from surface dwellers and sell it right back to them."
golgari germination|the golgari don't bury their dead. they plant them.
golgari guildgate|"jarad was a friend to the devkarin. now we slink through neglected tunnels, befriending those who crawl them." ~izoni
golgari guildgate|"shut the gates. in the underrealm we will outlast the coming doom." ~vraska
golgari guildgate|enter those who are starving and sick. you are welcome among the swarm when the rest of ravnica rejects you.
golgari guildgate|every part of the gate was reclaimed from forgotten ruins and imbued with new purpose by the swarm.
golgari keyrune|like a single ant, it only hints at the colony below.
golgari locket|"wear it at all times. it will guide our reanimators to your corpse." ~mazirek, kraul death priest
golgari longlegs|despite its enormous stature, it can fold itself into a tunnel with startling quickness, vanishing back into the undercity.
golgari raiders|what the golgari can't claim through patient undercity expansion, they seize in brazen topside sorties.
golgari rotwurm|like corpse-worms through a carapace, rotwurms slide through the hollowed bones of the undercity.
golgari signet|depending on your point of view, the seal represents a proud guardian of the natural cycle or one who has sold her soul to darkness for eternal life.
golgari thug|"what is death?" he asked the raven. "your next birth," it replied.
golgothian sylex|from their earliest educations, the brothers had known that no human contrivance could stand against the true masters of dominia.
goliath beetle|the balance of nature dictates that one day humans will be stepped on by bugs.
goliath paladin|"why do you cower in the darkness, little gnolls? if you would challenge me, step into the light."
goliath sphinx|he makes his home on the tallest mountain in sejiri, where the vista is as endless as his patience.
goliath spider|the glittering strands of its complex web catch everything from a buzzing gnat to a passing bloatdrake.
goma fada vanguard|"her weapon's impressive, sure. but you should see her wield it." ~gred, expedition warrior
gomazoa|to explorers, "point man" is a polite way of saying "gomazoa fodder."
gone missing|"sometimes it's best for the lost to stay lost." ~herzag, mayor of havengul
gonti's aether heart|despite the magic that sustains gonti's life, the crime lord is often described as heartless.
gonti's machinations|"i am confident that all our enterprises can benefit from this little revolution."
good~fortune unicorn|catching even a glimpse of one is the start of eight years of good luck.
goons|you don't want no trouble, do ya
gor muldrak, amphinologist|"the day of reckoning is coming. knowledge of the amphin may be our only refuge."
gore swine|"the mardu are like the gore swine. we are wild, hunt in packs, and rarely clean the blood from our blades." ~vallash, mardu warrior
gore vassal|"rid them of their unfaithful organs. bring new hearts to the unbelievers." ~*tome of machines*, verse 1703
goreclaw, terror of qal sisma|you don't want to know how she got that name.
gorehorn minotaurs|some of the eleven minotaur clans of mirtiin are expert crafters and learned philosophers. others just like to hit stuff.
goretusk firebeast|as a youth, kamahl took one for a pet. his hair has yet to grow back.
gore~house chainwalker|if the pig's blood drips on you, you're next on the chain.
gorger wurm|in war-torn alara, sometimes a wurm's gullet is the safest place to be.
gorgon's head|"you slew the gorgon? show me." ~king igalus, last words
gorilla berserkers|"beneath serenity may lie a hidden rage." ~jaeuhl carthalion, juniper order advocate
gorilla berserkers|"their fury is their greatest weapon." ~taaveti of kelsinko, elvish hunter
gorilla chieftain|"in the soil of leadership sprout the seeds of immortality." ~kaysa, elder druid of the juniper
gorilla chieftain|"in the soil of leadership sprout the seeds of immortality." ~kaysa, elder druid of the juniper order
gorilla chieftain|"oh, no~not *you* again?!" ~jaya ballard, task mage
gorilla chieftain|a gorilla chief must always be prepared to defend his crown. this leads to some pretty tough apes.
gorilla pack|"we learned this at a dear price: once you cross the great river, get through the yavimaya forest at top speed." ~disa the restless, journal entry
gorilla shaman|"each generation teaches the next that artifice is the enemy of natural order." ~kaysa, elder druid of the juniper order
gorilla shaman|"frankly, destruction is best left to professionals." ~jaya ballard, task mage
gorilla titan|"i want a banana *this* big!"
gorilla war cry|"the only 'art' these beasts possess is the art of noise!" ~jaya ballard
gorilla war cry|"theirs is the art of blood." ~jaeuhl carthalion, juniper order advocate
gorilla warrior|the gorilla beat its chest and threw great handfuls of leaves into the air. it howled challenge and showed its teeth. the mechanical soldier, not understanding, simply killed it.
gorilla warrior|they were formidable even before they learned the use of weapons.
goring ceratops|"follow her footsteps and she will show you the way." ~itzama the crested
gorion, wise mentor|"you are safest in candlekeep, abdel, but i cannot keep you from the world forever."
gossamer chains|"harah swung his sword mightily, but still the air held him fast." ~azeworai, "kenechi's dream"
gossamer phantasm|"belief matters more than truth. every moment, belief in imaginary things alters lives while truth sits unnoticed and waits." ~hakim, loreweaver
gouged zealot|he can't fear what he can't see.
go~shintai of ancient wars|it seeks those consumed with rage and offers burning blades.
go~shintai of boundless vigor|it seeks those with untamed spirits and offers wild strength.
go~shintai of hidden cruelty|it seeks those with hate in their hearts and offers vengeance.
go~shintai of lost wisdom|it seeks those driven by curiosity and offers enlightenment.
go~shintai of shared purpose|it seeks those who act with kindness and offers friendship.
grabby tabby|the milk bottle toss is closed until the rules can be amended.
graceblade artisan|"can you catch a snowflake on the edge of your blade? her sword has snagged an entire blizzard." ~zogye, ojutai mystic
graceful adept|"when you have mastered my lessons, it will seem as though the whole of the world has opened up to your mind and nothing is beyond your grasp." ~lady azami
graceful cat|though they are held in high regard as symbols of the god oketra, cats often lack her sense of solidarity.
graceful reprieve|"in my moment of death, i had a vision of the world, dark and unwelcoming. i wanted to hide in the deepest meander, but the light pulled me back."
graf mole|"their keen sense of smell draws them to the unnatural. to find one is a boon." ~veka, hinterland inspector
grafdigger's cage|"best bury them right. we don't want any gruesome encores." ~constable trosk
grafdigger's cage|"if you wind up in one of mine, you can be sure as silver it will be your last." ~grafdigger wulmer
grafted identity|autonomy is only skin deep.
grafted skullcap|"every day, i fight for my life and win. every night, i fight to remember my name and lose."
grafted skullcap|"let go your mind. mine is fitter." ~gix, yawgmoth praetor
grand abolisher|"your superstitions and mumblings are useless chaff before my righteousness."
grand arbiter augustin iv|"a great leader must have the wisdom to know what's right and the courage to make it so."
grand arbiter augustin iv|the arbiter is a conduit of justice, a will so disciplined that it dispenses justice without ego or remorse.
grand arbiter augustin iv|to be arbiter is to dispense few words and many judgments.
grand crescendo|the roar of applause drowned out the melee raging in the lobby.
grand melee|hot blood washes away cold reason.
grand warlord radha|"the future is my gift to keld."
grandmother sengir|"rarely have power and madness been so delightfully wed as they have in our dear grandmother." ~baron sengir
granger guildmage|leave no mouth agape, no stomach unfilled. ~granger guild maxim
granite gargoyle|"while most overworlders fortunately don't realize this, gargoyles can be most delicious, providing you have the appropriate tools to carve them." ~asmoranomardicadaistinaculdacar, the underworld cookbook
granite gargoyle|"while most overworlders fortunately don't realize this, gargoyles can be most delicious, providing you have the appropriate tools to carve them." ~the underworld cookbook, by asmoranomardicadaistinaculdacar
granite grip|"let me introduce you to rocky."
granite grip|there's beauty in the desert~but it's best to view it from afar.
granite shard|it's a piece of a world the goblins have never seen but would dearly like to blow up.
granitic titan|"that one's not mine. run!" ~nissa revane
granny's payback|few remember the exploits of dakkon's grandmother, eunice blackblade.
granny's payback|r&d comments bb 10/10: why does a life-gaining card show an old lady killing people? mr (10/10/03): we'll fix it in the flavor text.
granulate|there aren't *that* many ways to destroy a solid steel weapon, but somehow the goblins keep finding new ones.
grapeshot|mages often seek to emulate the powerful relics lost to time and apocalypse.
grapeshot catapult|for years scholars debated whether these were urza's or mishra's creations. recent research suggests they were invented by the brothers' original master, tocasia, and that both used these devices.
grapeshot catapult|recent research suggests these creatures were invented by urza's and mishra's original master, tocasia, and that both brothers used them.
grapeshot catapult|the southern paladin taught the airborne vermin to fear the storm that rains upward.
graphic violence|warning: the dominarian surgeon general has found that savage beatings can lead to chump blocks, life reduction, and even game loss.
grapple with the past|emrakul does not grant wishes. desires simply align to her will.
grappler spider|creatures of the air wisely avoid the darkest regions of guul draz~which is why grappler spiders inhabit the few places touched by the sun's rays.
grappling hook|part tool, part weapon, part of the kor.
grappling sundew|some rooftop gardens attract bees; others capture dragons.
grasp of darkness|"i welcome the use of even the foulest magic if it will rid us of the monstrosities that plague our world." ~munda, ambush leader
grasp of darkness|on a world with five suns, night is compelled to become an aggressive force.
grasp of the hieromancer|"there is power in abandon, but far more in control." ~warden hixus, to kytheon
grasping giant|mirinthes thought death was seconds away when the giant's fist closed around him. two days later, he was praying for death's release.
grasping scoundrel|"i can hear the plunder calling. it asks for me by name."
grasping thrull|"debt due! debt due!" the thrull's screeching makes children flinch and debtors quail. "debt due!"
grassland crusader|"everyone deserves a chance to live. my job is to make sure they get it."
gratuitous violence|only the cabal could make a fight to the death more deadly.
gratuitous violence|what was supposed to be a quiet time in town turned into an adventure of its own.
grave bramble|nature abhors a zombie.
grave consequences|"you call *that* a nightmare?" ~braids, dementia summoner
grave endeavor|not alive, not dead, but definitely furious.
grave exchange|"it's a cold, dark journey either way." ~eruth of lambholt
grave pact|"the bonds of loyalty can tie one to the grave." ~crovax
grave pact|"the bonds of loyalty can tie one to the grave." ~crovax, ascendant evincar
grave peril|"sometimes the grave does not wait for death before relishing its feast of flesh and bones." ~ezrith, druid of the dark hours
grave robbers|"if you don't have your health, you don't have anything." ~proverb
grave servitude|"i no longer believe in a final resting place." ~shauku, endbringer
grave sifter|it claws at the earth in a vain attempt to reclaim what it once was.
grave strength|so long as death follows life, the supply lines of the sultai will never be cut.
grave titan|death in form and function.
gravebane zombie|"a zombie's bed must be a lumpy one or he wouldn't leave it so often." ~rana, suq'ata market fool
gravebind|one foot in the grave, firmly planted.
graveborn muse|"her voice is damnation, unyielding and certain." ~phage the untouchable
gravecrawler|"innistrad's ghoulcallers are talented enough, but let me show you what someone with real power can create." ~liliana vess
gravecrawler|she'll get revenge or die trying!
gravedigger|a full coffin is like a full coffer-both are attractive to thieves.
gravedigger|a full coffin is like a full coffer~both are attractive to thieves.
gravedigger|a grave is not always for burial.
gravedigger|his grim ritual ushers the dead to their new life.
gravedigger|in amonkhet's ever-shifting sands, nothing stays buried for long.
gravedigger|oddly, no one questioned the cabal's wisdom in hiring a zombie to work at the cemetery.
gravedigger|only a thin layer of dirt separates civilization from an undead apocalypse.
gravelgill axeshark|"their sharp scales would make good armor, if they'd just stay dead." ~taeryn, cinder armorkeep
gravelighter|it appears only to those whose lives are ending, welcoming them to their fate.
gravel~hide goblin|"no peace accord will save ravnica. you don't build on rot. you burn it down and start again." ~domri rade
graven abomination|ironically, the statues had been constructed as a warning.
graven cairns|"here did the extinguisher steal the light from the world. here will we sacrifice her to bring the great rekindling to our people." ~illulia of nighthearth
graven cairns|shamans of kar-sengir claim that their sun sets because it can no longer bear the gaze of those pain-carved cliffs.
graven lore|the runes glow beneath the snow, bearing memories of a time when the old gods ruled the realms.
gravepurge|"lord silumgar has given you a second chance to please him." ~siara, the dragon's mouth
gravepurge|"the blessed sleep? ha! wake up my lovelies, there's work to be done!" ~gisa, ghoulcaller of gavony
graverobber spider|cloaks woven from its webs are durable and waterproof but said to bring on nightmares.
graveshifter|"why throw away a perfectly good identity?"
gravespawn sovereign|the cabal never expected its creations to create servants of their own.
gravetiller wurm|as the creatures of the night closed in on humanity, innistrad's primeval forces stirred, as though waking to watch the slaughter.
gravewaker|it glides on silent wings across the midnight sky, and a dread host rises to follow.
gravewaker|once every seven years it flies on spectral wings over the moors of ancient battlefields.
graveyard busybody|you have to hang around the graveyard if you want to catch the talking dead.
graveyard marshal|"rise and shine, my dears. we have work to do." ~isareth the awakener
graveyard shift|"up and at 'em, buddy. we've got more work to do."
graveyard shovel|thanks to havengul's thriving illegal market for corpses, the shovel that interred a body during the day is usually the same one digging it out at night.
gravitational shift|as they awakened, the eldrazi reasserted their mastery over all of zendikar's natural forces.
gravity sphere|on the morning of the battle of gal-shan, the sorcerer's cry rang out: "let no bird fly, let no creature take wing, let all the battle join as one."
gravity well|storms spread throughout oran-rief, ripping the skies with wind and rain. airborne creatures sought shelter where they could.
graxiplon|"attempts to revive this ancient species have not been entirely successful, but results indicate potential for future development." ~riptide project researcher
gray harbor merfolk|harbormasters tend to forget that security shouldn't stop at the surface.
gray merchant of alphabet|like any young zombie, gary dreamed of escaping the underworld to join the circus.
gray ogre|the ogre philosopher gnerdel believed the purpose of life was to live as high on the food chain as possible. she refused to eat vegetarians, and preferred to live entirely on creatures that preyed on sentient beings.
gray ogre|the ogre philosopher gnerdel believed the purpose of life was to live as high on the food chain as possible. she refused to eat vegetarians, preferring to live entirely on creatures that preyed on sentient beings.
graypelt hunter|he'll cleave wood and bone alike to carve a path for his allies.
grayscaled gharial|each tooth carries enough bacteria to kill a person in a day or two. but then, gharials do have 138 teeth.
grazilaxx, illithid scholar|"you studied hard. how delicious!"
grazing gladehart|"don't be fooled. if it were as docile as it looks, it would've died off long ago." ~yon basrel, oran-rief survivalist
grazing whiptail|often found browsing on the upper canopies of ixalan's jungles, whiptails are known to absently bat away anything foolish enough to interrupt their meal.
greasefang, okiba boss|it's hard to say which is more deadly: her bike or her bite.
great furnace|kuldotha, wellspring of molten metal, temple of the goblin horde.
great hart|the great hart stood like a statue, its hide painted gold by the dawn. the champion laid down her weapons and stepped forward within an arm's length of the beast. the hart, sacred to heliod and bathed in the god's own light, bowed to the champion, marking her as the chosen of the sun god. ~*the theriad*
great oak guardian|his roots reach deep and grip hard.
great sable stag|ineffable and incorruptible.
great whale|"as a great whale dies, it flips onto its back. and so an island is born." ~mariners' legend
greataxe|"if you're so mighty, scaled one, then why are you dead?"
greatbow doyen|"my arrows will ever find you."
greater auramancy|"the wonders of nyx do not belong solely to the gods."
greater auramancy|a delicate veil of glamers can prove as sturdy as iron.
greater basilisk|bone, stone . . . both taste the same to a hungry basilisk.
greater forgeling|few have seen the inner workings of ravnica's furnaces, but neighboring districts catch brief glimpses in the horrors that escape the flames.
greater good|"there's wisdom to be gained in death~whether it be one's own or someone else's." ~jarad, golgari lich-lord
greater good|"to examine the causes of life, we must first have recourse to death." ~mary shelley, *frankenstein*
greater good|"we have more sprouts than they have hands." ~gamelen, citanul elder
greater mossdog|man's best fungus.
greater sandwurm|a sandwurm can lie in wait beneath the sands for years until the slightest tremor alerts it to the presence of prey.
greater sandwurm|on ikoria, sandwurms never lie dormant for too long. in some regions, "no activity" is the greatest sign of danger.
greater stone spirit|having charted their way up the difficult face, the two mountaineers had to contend with the mountain's decision to stand up.
greater tanuki|the kami permit few mortals to dwell in jukai forest, but the clever, playful tanuki are welcomed as friends and guardians.
greater werewolf|"the wolf-things are no mere beasts, but the lieutenants of the baron." ~taysir
greater werewolf|"two legs by day, four legs by night, eyes raging in storm-gotten might." ~ancient northland riddle
greatsword|the only blow that matters is the killing blow.
greatsword of tyr|in the light of its gleaming blade, the faithful shine and the wicked cower.
great~horn krushok|perfectly suited for life in the shifting wastes, the krushok is well protected by its horn, its hide, and its temper.
greed|"there is no calamity greater than lavish desires. . . . and there is no greater disaster than greed." ~*tao tê ching 46*
greed|"there is no calamity greater than lavish desires. there is no greater guilt than discontentment. and there is no greater disaster than greed." ~lao tsu, *tao te ching*, (trans. chan)
greed|"there is no calamity greater than lavish desires./ there is no greater guilt than discontentment./ and there is no greater disaster than greed." ~*tao tê ching 46*
greed|a monster appeared! with a foul claw, it snatched the child and disappeared into the depths of the castle!
greed|an advisor once asked the western paladin how much gold would be enough. "i have no need of fools who can imagine 'enough,'" he told the advisor's corpse.
greed|what is a sliver of one's soul compared to unimaginable wealth?
greel's caress|greel's grin is far less loathsome than his touch.
greel, mind raker|"you're latulla's gift to me, and i always play with my presents."
green dragon|green dragons take special pleasure in corrupting the good-hearted.
green sun's zenith|as the green sun crowned, phyrexian prophecies glowed on the tree of tales.
greenbelt rampager|subtlety is not a necessary part of sabotage.
greenhilt trainee|"our ancestors adapted to this world of metal. just as they did, we will adapt to this world of evil."
greenseeker|"a rumor passes among the snakes, whispered by the rushes, inspiring the seekers: the goddess freyalise is alive in skyshroud."
greenside watcher|"the izzet may incite war, but my duty is here. i will not abandon the wild."
greenweaver druid|the other tribes call them fanatics, but none deny that the mul daya elves have an iron-strong bond to some force greater than themselves.
greenwheel liberator|"i will not rest until every vestige of the consulate~every banner, flag, and standard~has fallen."
greenwood sentinel|within a mile of the woodland, you will feel her eyes upon you. within its borders, you will feel her blade.
grenzo's cutthroat|"their guards are soft, ready to welcome a sharp dagger."
grenzo, havoc raiser|"you burn. i'll pillage."
gretchen titchwillow|"plant what you wish to see grow. listen for the stories you want to hear told."
greven il~vec|as a ruthless leader for volrath, greven *il*-vec serves his lord by commanding the flying ship *predator*. greven has attained his powerful rank through a series of underhanded schemes and assassinations, the majority of which were blessed by volrath himself.
grey knight paragon|"our will shall be our weapons, our faith shall be our armour." ~canticle of absolution
grid monitor|the vedalken protect the knowledge pool at any cost.
gridlock|"one tiny peg pulled from a single wagon wheel, and an entire district grinds to a halt." ~lazav
griffin aerie|when griffins started nesting atop the northern tower, the castellan worried they'd be a nuisance. instead, they took the entire castle under their protection.
griffin canyon|"where are falling feathers deadlier than falling rock?" ~*the one thousand questions*
griffin dreamfinder|some griffins are able to pluck mystic auras from the aether that are hidden from other mortals.
griffin protector|"here is a companion who will never falter, no matter how desperate the battle!" ~ajani goldmane
griffin protector|griffin flocks still patrol the skies above the zhalfirin void, as though they are waiting for their old home to reappear.
griffin protector|the drums of war stir the hearts of all who fight for righteousness.
griffin rider|after fighting alongside the griffin riders, older knights of thune learned to admire a mount that could rip an enemy to shreds in seconds.
griffin sentinel|once a griffin sentinel adopts a territory as its own, only death can force it to betray its post.
grim affliction|even the small wounds let hope bleed out.
grim backwoods|"i love what they've done with the place." ~liliana vess
grim bounty|freed from the need to pay tribute to the dragon, the villages gladly paid the dragon-slayers instead.
grim captain's call|when the battle is over, the bitterest foes at last find common ground.
grim contest|the invader hoped he could survive the beast's jaws and emerge through its rotting skin.
grim discovery|few among the living understand just how much of their world is shaped by the ruins of the dead.
